fecha_hora,temperatura,humedad
2026-09-12 16:06:05,23.4,79.1
2026-09-12 16:06:11,23.4,79.1
2026-09-12 16:06:16,23.4,79.0
2026-09-12 16:06:22,23.4,79.1
2026-09-12 16:06:27,23.4,79.1
2026-09-12 16:06:32,23.4,79.0
2026-09-12 16:06:38,23.4,78.9
2026-09-12 16:06:43,23.4,78.8
2026-09-12 16:06:48,23.4,78.8
2026-09-12 16:06:54,23.4,78.8
2026-09-12 16:06:59,23.4,78.8
2026-09-12 16:07:05,23.4,78.8
2026-09-12 16:07:10,23.4,78.9
2026-09-12 16:07:15,23.4,78.9
2026-09-12 16:07:21,23.4,78.9
2026-09-12 16:07:26,23.4,78.9
2026-09-12 16:07:31,23.4,79.0
2026-09-12 16:07:37,23.4,79.1
2026-09-12 16:07:42,23.4,79.2
2026-09-12 16:07:47,23.4,79.1
2026-09-12 16:07:53,23.4,79.2
2026-09-12 16:07:58,23.4,79.2
2026-09-12 16:08:03,23.4,79.3
2026-09-12 16:08:09,23.4,79.3
2026-09-12 16:08:14,23.4,79.4
2026-09-12 16:08:19,23.3,79.8
2026-09-12 16:08:25,23.4,79.9
2026-09-12 16:08:30,23.3,80.0
2026-09-12 16:08:35,23.4,79.9
2026-09-12 16:08:41,23.3,79.8
2026-09-12 16:08:46,23.3,79.8
2026-09-12 16:08:51,23.3,79.8
2026-09-12 16:08:57,23.3,79.8
2026-09-12 16:09:02,23.3,79.8
2026-09-12 16:09:08,23.3,79.9
2026-09-12 16:09:13,23.3,80.0
2026-09-12 16:09:18,23.3,79.8
2026-09-12 16:09:24,23.3,79.8
2026-09-12 16:09:29,23.3,80.2
2026-09-12 16:09:34,23.3,81.0
2026-09-12 16:09:40,23.3,81.2
2026-09-12 16:09:45,23.3,80.5
2026-09-12 16:09:50,23.3,80.2
2026-09-12 16:09:56,23.3,80.1
2026-09-12 16:10:01,23.3,80.0
2026-09-12 16:10:06,23.3,79.9
2026-09-12 16:10:12,23.3,79.9
2026-09-12 16:10:17,23.3,79.7
2026-09-12 16:10:22,23.3,79.7
2026-09-12 16:10:28,23.3,79.9
2026-09-12 16:10:33,23.3,79.8
2026-09-12 16:10:38,23.3,79.8
2026-09-12 16:10:44,23.3,80.0
2026-09-12 16:10:50,23.4,80.2
2026-09-12 16:10:55,23.3,79.8
2026-09-12 16:11:00,23.4,79.9
2026-09-12 16:11:06,23.4,79.7
2026-09-12 16:11:11,23.3,79.5
2026-09-12 16:11:16,23.3,79.5
2026-09-12 16:12:45,23.4,78.8
2026-09-12 16:12:50,23.4,79.3
2026-09-12 16:12:55,23.4,79.3
2026-09-12 16:13:01,23.4,79.2
2026-09-12 16:13:06,23.4,79.2
2026-09-12 16:13:12,23.4,79.1
2026-09-12 16:13:17,23.4,79.1
2026-09-12 16:13:22,23.5,79.1
2026-09-12 16:13:28,23.5,79.1
2026-09-12 16:13:33,23.5,79.0
2026-09-12 16:13:38,23.5,78.9
2026-09-12 16:13:44,23.5,78.9
2026-09-12 16:13:49,23.5,79.0
2026-09-12 16:13:54,23.5,78.9
2026-09-12 16:14:00,23.5,78.8
2026-09-12 16:14:05,23.5,78.7
2026-09-12 16:14:10,23.5,78.7
2026-09-12 16:14:16,23.5,78.7
2026-09-12 16:14:21,23.5,78.7
2026-09-12 16:14:26,23.5,78.6
2026-09-12 16:14:32,23.5,78.5
2026-09-12 16:14:37,23.5,78.5
2026-09-12 16:14:42,23.5,78.4
2026-09-12 16:14:48,23.5,78.4
2026-09-12 16:14:53,23.5,78.4
2026-09-12 16:14:59,23.5,78.5
2026-09-12 16:15:04,23.5,78.5
2026-09-12 16:15:09,23.5,78.4
2026-09-12 16:15:15,23.5,78.3
2026-09-12 16:15:20,23.5,78.2
2026-09-12 16:15:25,23.5,78.2
2026-09-12 16:15:31,23.6,78.3
2026-09-12 16:15:36,23.6,78.3
2026-09-12 16:15:41,23.6,78.2
2026-09-12 16:15:47,23.6,78.1
2026-09-12 16:15:52,23.6,78.2
2026-09-12 16:15:57,23.6,78.3
2026-09-12 16:16:03,23.6,78.2
2026-09-12 16:16:08,23.6,78.0
2026-09-12 16:16:14,23.6,78.0
2026-09-12 16:16:19,23.6,77.9
2026-09-12 16:16:24,23.6,77.9
2026-09-12 16:16:30,23.6,77.9
2026-09-12 16:16:35,23.6,77.9
2026-09-12 16:16:40,23.6,77.9
2026-09-12 16:16:46,23.6,77.9
2026-09-12 16:16:51,23.7,77.9
2026-09-12 16:16:56,23.7,77.9
2026-09-12 16:17:02,23.7,77.9
2026-09-12 16:17:07,23.7,78.4
2026-09-12 16:17:13,23.7,78.3
2026-09-12 16:17:18,23.7,78.1
2026-09-12 16:17:23,23.7,78.0
2026-09-12 16:17:29,23.7,78.0
2026-09-12 16:17:34,23.7,77.9
2026-09-12 16:17:40,23.7,77.9
2026-09-12 16:17:45,23.7,77.8
2026-09-12 16:17:51,23.7,77.8
2026-09-12 16:17:56,23.7,77.8
2026-09-12 16:18:01,23.7,77.7
2026-09-12 16:18:07,23.7,77.7
2026-09-12 16:18:12,23.7,77.7
2026-09-12 16:18:17,23.7,77.7
2026-09-12 16:18:23,23.7,77.6
2026-09-12 16:18:28,23.7,77.6
2026-09-12 16:18:33,23.7,77.5
2026-09-12 16:18:39,23.7,77.5
2026-09-12 16:18:44,23.7,77.5
2026-09-12 16:18:50,23.7,77.5
2026-09-12 16:18:55,23.7,77.5
2026-09-12 16:19:00,23.7,77.5
2026-09-12 16:19:06,23.7,77.5
2026-09-12 16:19:11,23.7,77.6
2026-09-12 16:19:16,23.7,77.6
2026-09-12 16:19:22,23.7,77.7
2026-09-12 16:46:25,23.7,77.6
2026-09-12 16:48:34,23.8,76.1
2026-09-12 16:48:45,23.7,76.3
2026-09-12 16:48:55,23.6,76.3
2026-09-12 16:49:06,23.6,76.4
2026-09-12 16:49:16,23.6,76.4
2026-09-12 16:49:26,23.6,76.4
2026-09-12 16:49:37,23.6,76.4
2026-09-12 16:49:47,23.6,76.5
2026-09-12 16:49:58,23.6,76.5
2026-09-12 16:50:08,23.6,76.5
2026-09-12 16:50:18,23.6,76.6
2026-09-12 16:50:29,23.6,76.5
2026-09-12 16:50:39,23.6,76.5
2026-09-12 16:50:50,23.7,76.5
2026-09-12 16:51:00,23.7,76.4
2026-09-12 16:51:10,23.7,76.3
2026-09-12 16:51:21,23.7,76.3
2026-09-12 16:51:31,23.7,76.3
2026-09-12 16:51:41,23.7,76.3
2026-09-12 16:51:52,23.7,76.1
2026-09-12 16:52:02,23.7,76.1
2026-09-12 16:52:12,23.7,76.0
2026-09-12 16:52:23,23.7,76.0
2026-09-12 16:52:33,23.7,76.2
2026-09-12 16:52:44,23.7,77.2
2026-09-12 16:52:54,23.7,76.2
2026-09-12 16:53:04,23.7,76.4
2026-09-12 17:58:40,23.7,76.0
2026-09-12 17:58:50,23.6,78.5
2026-09-12 17:59:01,23.5,78.4
2026-09-12 17:59:11,23.5,78.5
2026-09-12 17:59:21,23.5,80.3
2026-09-12 17:59:32,23.5,79.2
2026-09-12 17:59:42,23.5,78.7
2026-09-12 17:59:52,23.5,78.5
2026-09-12 18:00:03,23.5,78.7
2026-09-12 18:00:13,23.5,78.4
2026-09-12 18:00:23,23.5,78.2
2026-09-12 18:00:34,23.5,78.2
2026-09-12 18:00:44,23.6,78.3
2026-09-12 18:00:55,23.5,78.2
2026-09-12 18:01:05,23.5,78.1
2026-09-12 18:01:20,23.6,78.8
2026-09-12 18:01:31,23.5,78.2
2026-09-12 18:01:41,23.5,78.2
2026-09-12 18:01:51,23.6,78.3
2026-09-12 18:02:02,23.6,79.0
2026-09-12 18:02:12,23.6,79.1
2026-09-12 18:02:22,23.6,78.6
2026-09-12 18:02:33,23.6,78.3
2026-09-12 18:02:43,23.6,78.6
2026-09-12 18:02:54,23.6,78.3
2026-09-12 18:03:04,23.6,78.5
2026-09-12 18:03:14,23.6,78.3
2026-09-12 18:03:25,23.6,78.0
2026-09-12 18:03:35,23.6,77.8
2026-09-12 18:03:45,23.7,77.8
2026-09-12 18:03:56,23.7,78.3
2026-09-12 18:04:06,23.7,78.0
2026-09-12 18:04:16,23.6,77.8
2026-09-12 18:04:27,23.7,77.7
2026-09-12 18:04:37,23.7,77.8
2026-09-12 18:04:48,23.7,77.7
2026-09-12 18:04:58,23.7,79.2
2026-09-12 18:05:08,23.7,78.8
2026-09-12 18:05:19,23.7,78.3
2026-09-12 18:05:25,23.7,78.0
2026-09-12 18:05:36,23.7,77.9
2026-09-12 18:05:46,23.6,77.7
2026-09-12 18:05:56,23.6,77.7
2026-09-12 18:06:07,23.5,77.9
2026-09-12 18:06:17,23.5,77.9
2026-09-12 18:06:27,23.5,77.9
2026-09-12 18:06:38,23.5,77.8
2026-09-12 18:06:48,23.5,77.8
2026-09-12 18:06:59,23.5,77.8
2026-09-12 18:07:09,23.4,77.8
2026-09-12 18:07:19,23.4,78.0
2026-09-12 18:07:30,23.4,78.1
2026-09-12 18:07:40,23.4,78.2
2026-09-12 18:07:50,23.4,78.3
2026-09-12 18:08:01,23.4,78.4
2026-09-12 18:08:11,23.4,78.3
2026-09-12 18:08:21,23.4,78.2
2026-09-12 18:08:32,23.4,78.3
2026-09-12 18:08:42,23.4,78.1
2026-09-12 18:08:53,23.4,78.1
2026-09-12 18:09:03,23.4,79.7
2026-09-12 18:09:13,23.4,79.8
2026-09-12 18:09:24,23.5,79.1
2026-09-12 18:09:34,23.5,80.0
2026-09-12 18:09:44,23.5,78.5
2026-09-12 18:09:55,23.5,79.2
2026-09-12 18:10:05,23.5,78.4
2026-09-12 18:10:16,23.6,78.1
2026-09-12 18:10:26,23.6,77.9
2026-09-12 18:10:36,23.6,77.9
2026-09-12 18:10:47,23.6,77.7
2026-09-12 18:10:57,23.6,77.3
2026-09-12 18:11:07,23.6,77.3
2026-09-12 18:11:18,23.6,77.6
2026-09-12 18:11:28,23.7,77.7
2026-09-12 18:11:39,23.7,77.3
2026-09-12 18:11:49,23.7,76.9
2026-09-12 18:12:00,23.7,76.8
2026-09-12 18:12:10,23.7,76.8
2026-09-12 18:12:20,23.7,76.7
2026-09-12 18:12:31,23.7,76.7
2026-09-12 18:12:41,23.7,76.6
2026-09-12 18:12:51,23.7,76.5
2026-09-12 18:13:02,23.7,76.6
2026-09-12 18:13:12,23.7,76.8
2026-09-12 18:13:23,23.7,76.8
2026-09-12 18:13:33,23.7,76.8
2026-09-12 18:13:43,23.7,76.7
2026-09-12 18:13:54,23.7,76.4
2026-09-12 18:14:04,23.7,76.1
2026-09-12 18:14:14,23.7,76.2
2026-09-14 11:10:45,25.8,59.2
2026-09-14 11:10:50,25.8,59.6
2026-09-14 11:10:56,25.7,59.4
2026-09-14 11:11:01,25.8,59.4
2026-09-14 11:11:06,25.7,59.2
2026-09-14 11:11:12,25.7,59.2
2026-09-14 11:13:15,25.7,59.1
2026-09-14 11:13:20,25.5,59.8
2026-09-14 11:13:26,25.4,59.7
2026-09-14 11:13:31,25.4,59.7
2026-09-14 11:13:36,25.4,59.7
2026-09-14 11:13:42,25.4,59.8
2026-09-14 11:13:47,25.4,59.9
2026-09-14 11:13:52,25.4,60.0
2026-09-14 11:13:58,25.4,60.2
2026-09-14 11:14:03,25.4,60.4
2026-09-14 06:14:59,25.4,60.6
2026-09-14 11:53:43,25.3,60.4
2026-09-14 12:20:48,25.5,60.4
2026-09-14 13:20:48,25.5,61.0
2026-09-14 14:20:49,26.4,58.8
